Country,EU27,Agglomeration Name,Nr Inhabitants,Area (km2),Nr of people exposed to different noise bands (Lden),,,,,,,Nr of people exposed to different noise bands (Lnight),,,,,,,DF4_8 Date Released,Data Source,URL
Germany,EU27,Hanover,551001,204,No data ,No data ,1300,400,200,0,0,No data ,No data ,400,400,100,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Heidelberg,160355,109,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Germany,EU27,Heilbronn,130870,100,No data ,No data ,900,400,200,0,0,No data ,No data ,800,300,100,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Herne,161472,51,No data ,No data ,1900,600,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Hildesheim,104579,92,No data ,No data ,900,100,100,0,0,No data ,No data ,200,100,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Ingolstadt,138537,133,No data ,No data ,300,200,100,0,0,No data ,No data ,300,100,100,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Karlsruhe,313092,173,No data ,No data ,1500,100,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Kassel,202689,107,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Kiel,248000,119,No data ,No data ,700,200,100,0,0,No data ,No data ,300,200,100,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Koblenz,113161,105,No data ,No data ,200,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Krefeld,227100,138,No data ,No data ,1000,100,0,0,0,No data ,No data ,500,100,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Leipzig,601866,298,No data ,No data ,300,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Leverkusen,163851,79,No data ,No data ,300,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Ludwigshafen,172145,77,No data ,No data ,500,100,0,0,0,No data ,No data ,300,100,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Luebeck,216000,214,No data ,No data ,1100,400,100,0,0,No data ,No data ,300,200,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Magdeburg,237651,202,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Germany,EU27,Mainz,216108,98,No data ,No data ,700,200,0,0,0,No data ,No data ,300,100,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Mannheim,309370,145,No data ,No data ,6800,2600,0,0,0,No data ,No data ,200,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Moenchengladbach,270877,170,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Moers,103680,68,No data ,No data ,100,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Muelheim on the Ruhr,173255,91,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Muenster,317000,303,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Munich,1500962,311,No data ,No data ,500,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Neuss,155163,100,No data ,No data ,1000,500,100,200,0,No data ,No data ,500,100,200,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Nuremberg,519850,186,No data ,No data ,200,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Oberhausen,211006,77,No data ,No data ,500,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Offenbach on the Main,133277,45,No data ,No data ,100,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Oldenburg,169605,103,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Osnabrueck,168286,120,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Pforzheim,125542,98,No data ,No data ,100,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Potsdam,175710,188,No data ,No data ,400,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Recklinghausen,119435,66,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Regensburg,154856,81,No data ,No data ,400,100,0,0,0,No data ,No data ,100,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Remscheid,111082,75,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Reutlingen,115793,87,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Rostock,208886,169,No data ,No data ,300,0,0,0,0,No data ,No data ,200,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Saarbruecken,183696,168,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Solingen,159029,90,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Germany,EU27,Stuttgart,609668,207,No data ,No data ,500,100,0,0,0,No data ,No data ,100,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Ulm,126329,119,No data ,No data ,100,0,0,0,0,No data ,No data ,300,100,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Wiesbaden,282903,204,No data ,No data ,500,200,0,0,0,No data ,No data ,400,200,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Wuerzburg,127459,88,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Germany,EU27,Wuppertal,361774,168,No data ,No data ,500,100,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Greece,EU27,Athens Center,Information not provided,Information not provided,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Greece,EU27,Athens North,Information not provided,Information not provided,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Greece,EU27,Ioannina,Information not provided,Information not provided,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Greece,EU27,Iraklion,Information not provided,Information not provided,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Greece,EU27,Larissa,Information not provided,Information not provided,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Greece,EU27,Patras,Information not provided,Information not provided,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Greece,EU27,Piraeus,Information not provided,Information not provided,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Greece,EU27,Thessaloniki,Information not provided,Information not provided,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Greece,EU27,Volos,Information not provided,Information not provided,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Hungary,EU27,Budapest,2183579,1130,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Hungary,EU27,Debrecen,202214,462,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Hungary,EU27,Gyor,130094,175,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Hungary,EU27,Kecskemet,110638,323,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Hungary,EU27,Miskolc,155650,237,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Hungary,EU27,Nyiregyhaza,117121,275,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Hungary,EU27,Pecs,144188,163,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Hungary,EU27,Szeged,161122,281,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Iceland,EEA32,Akureyri,Information not provided,Information not provided,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Iceland,EEA32,Gardabaer,Information not provided,Information not provided,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Iceland,EEA32,Hafnafjordur,Information not provided,Information not provided,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Iceland,EEA32,Kopavogur,Information not provided,Information not provided,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Iceland,EEA32,Mosfellsbaer,Information not provided,Information not provided,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Iceland,EEA32,Reykjanesbaer,Information not provided,Information not provided,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Iceland,EEA32,Reykjavik,Information not provided,Information not provided,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Iceland,EEA32,Selfoss,Information not provided,Information not provided,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Iceland,EEA32,Seltjarnarnes,Information not provided,Information not provided,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Ireland,EU27,Cork,272400,241,No data ,No data ,1900,600,200,0,0,No data ,No data ,1600,500,100,0,0,2023-09-12,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Ireland,EU27,Dublin,1566538,959.89,No data ,No data ,1700,400,100,0,0,No data ,No data ,1100,300,0,0,0,2023-09-12,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Ireland,EU27,Limerick,122596,115.67,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2023-09-12,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Bari,316227,116.256,1600,800,300,100,0,0,0,1000,500,100,0,0,0,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Bologna,488742,274.443,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Italy,EU27,Bolzano,107879,52.34,No data ,No data ,400,600,0,0,0,No data ,No data ,700,100,0,0,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Brescia,196700,90,No data ,No data ,2000,500,0,0,0,No data ,No data ,1700,200,0,0,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Cagliari,342810,224.903,No data ,No data ,200,0,0,0,0,No data ,No data ,200,0,0,0,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Catania,314125,180,No data ,1100,300,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Ferrara,134914,405.154,No data ,134600,300,0,0,0,0,No data ,134700,200,0,0,0,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Florence,359755,102.32,2100,1700,800,400,0,0,0,2200,1400,800,200,0,0,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Foggia,146406,505.884,200,100,100,0,0,0,0,200,100,0,0,0,0,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Forli,117479,228.19,100,0,0,0,0,0,0,100,0,0,0,0,0,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Genoa,583601,237,No data ,No data ,7200,6300,2600,1400,300,No data ,No data ,5000,2600,1300,100,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Latina,127861,277.243,No data ,No data ,600,500,1000,700,0,No data ,No data ,900,400,0,0,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Livorno,143683,105,1500,1000,500,200,0,0,0,1300,900,400,200,0,0,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Messina,220094,213.75,No data ,No data ,2100,1500,700,400,0,No data ,No data ,1800,1500,900,100,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Milan-Monza,2312197,481,6600,2600,1200,300,100,800,200,2200,800,300,100,300,100,100,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Modena,187977,183.17,4500,2400,1300,2900,100,0,0,3900,2100,2500,1400,0,0,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Naples,940940,118.616,14300,8100,4800,1700,300,100,0,11700,7100,3800,1300,200,0,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Padua,196326,93,100,0,0,0,0,0,0,100,0,0,0,0,0,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Palermo,640720,78.69,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Italy,EU27,Parma,200218,260.6,1800,500,100,0,0,0,0,1500,400,0,0,0,0,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Perugia,164057,449.61,500,100,0,0,0,0,0,100,0,0,0,0,0,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Pescara,119445,34.38,No data ,No data ,100,300,400,200,200,No data ,No data ,200,300,300,100,200,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Piacenza,102731,118.46,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Italy,EU27,Prato,200647,97.6,No data ,No data ,400,200,0,0,0,No data ,No data ,500,0,0,0,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Ravenna,160509,654.185,No data ,160300,200,100,0,0,0,No data ,160400,100,0,0,0,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Reggio Emilia,169029,231.6,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Italy,EU27,Rimini,148688,135.79,700,200,100,0,0,0,0,600,200,100,0,0,0,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Rome,2783809,1287.372,3200,2200,1300,500,200,0,0,2500,2100,1100,500,100,0,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Sassari,111600,69.4,No data ,No data ,600,200,500,400,0,No data ,No data ,100,500,300,0,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Taranto,189218,247.026,300,300,0,0,0,0,0,400,300,0,0,0,0,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Terni,110940,211.8,No data ,No data ,5900,6100,4400,2700,900,No data ,No data ,6600,5100,3500,2800,500,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Trieste,196908,84.9,400,200,100,0,0,0,0,300,100,0,0,0,0,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Turin,1334575,249.44,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Italy,EU27,Venice,255609,415.89,2800,1800,900,300,100,0,0,2600,1700,700,300,0,0,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Italy,EU27,Verona,258500,198.92,No data ,No data ,600,600,300,0,0,No data ,No data ,700,600,100,0,0,2024-09-20,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Latvia,EU27,Riga,614618,307.2,34200,18900,7100,3000,300,0,0,31200,16400,6200,2200,200,0,0,2023-07-11,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Liechtenstein,EEA32,Information not provided,Information not provided,Information not provided,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Lithuania,EU27,Kaunas,298753,156.9478521,4400,1800,700,200,0,0,0,3500,1600,500,100,0,0,0,2024-03-13,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Lithuania,EU27,Siauliai,109636,81,700,100,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-13,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Lithuania,EU27,Vilnius,578801,400.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-13,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Luxembourg,EU27,Luxembourg,200667,226.94,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-09-13,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Luxembourg,EU27,Luxembourg_south,180449,200.8,No data ,No data ,8600,2500,300,0,0,No data ,No data ,7200,1500,0,0,0,2024-09-13,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Malta,EU27,Valletta,339361,54.333,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-04-04,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Netherlands,EU27,Alkmaar,249472,323.61,No data ,No data ,200,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-03-21,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Netherlands,EU27,Almere,213006,248.77,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Netherlands,EU27,Amersfoort,157327,63.86,No data ,No data ,200,0,0,0,0,No data ,No data ,100,0,0,0,0,2024-03-21,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Netherlands,EU27,Amsterdam,2636524,890.52,No data ,No data ,12800,800,100,0,0,No data ,No data ,1500,100,0,0,0,2024-03-21,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Netherlands,EU27,Apeldoorn,163980,341.15,No data ,No data ,100,100,0,0,0,No data ,No data ,0,0,0,0,0,2024-03-21,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Netherlands,EU27,Arnhem,161852,101.54,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-03-21,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Netherlands,EU27,Breda,184068,128.68,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-03-21,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Netherlands,EU27,Eindhoven,465719,275.98,No data ,No data ,6500,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-03-21,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Netherlands,EU27,Enschede,313651,273.96,No data ,No data ,400,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-03-21,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Netherlands,EU27,Gouda,215066,180.01,No data ,No data ,400,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-03-21,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Netherlands,EU27,Groningen,232369,197.96,No data ,No data ,700,100,0,0,0,No data ,No data ,400,100,0,0,0,2024-03-21,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Netherlands,EU27,Heerlen,245921,219.7,No data ,No data ,200,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-03-21,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Netherlands,EU27,Hilversum,233128,197.02,No data ,No data ,100,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-03-21,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Netherlands,EU27,Maastricht,120697,60.12,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Netherlands,EU27,Nijmegen,177233,57.63,No data ,No data ,900,300,0,0,0,No data ,No data ,600,0,0,0,0,2024-03-21,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Netherlands,EU27,Rotterdam,1363320,709.71,No data ,No data ,24500,3700,300,0,0,No data ,No data ,13600,1300,0,0,0,2024-03-21,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Netherlands,EU27,s Hertogenbosch,155301,117.81,No data ,No data ,100,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-03-21,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
