Country,EU27,Agglomeration Name,Nr Inhabitants,Area (km2),Nr of people exposed to different noise bands (Lden),,,,,,,Nr of people exposed to different noise bands (Lnight),,,,,,,DF4_8 Date Released,Data Source,URL
Netherlands,EU27,The Hague,1384824,536.71,No data ,No data ,3400,900,200,100,0,No data ,No data ,1500,500,200,0,0,2024-03-21,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Netherlands,EU27,Tilburg,219843,118.13,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Netherlands,EU27,Utrecht,571209,312.34,No data ,No data ,1000,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-03-21,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Netherlands,EU27,Zwolle,129029,119.36,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-03-21,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Norway,EEA32,Bergen,283929,464.6704477,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Norway,EEA32,Drammen,101386,316.7731971,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Norway,EEA32,Fredrikstad/Sarpsborg,139117,690.9931843,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Norway,EEA32,Oslo,1120927,1823.997271,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Norway,EEA32,Stavanger/Sandnes,261485,1393.976429,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Norway,EEA32,Trondheim,205163,528.538168,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Poland,EU27,Bialystok,296401,102.1,4900,1800,100,0,0,0,0,1800,100,0,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Bielsko-Biała,169756,124.48,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Bydgoszcz,344091,175.96,No data ,No data ,100,100,0,0,0,No data ,No data ,100,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Bytom,162250,69.44,No data ,300,0,0,0,0,0,800,0,0,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Chorzow,106846,33.32,No data ,No data ,100,0,0,0,0,No data ,No data ,100,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Czestochowa,205893,159.72,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Dabrowa Gornicza,117650,188.47,200,300,0,0,0,0,0,1400,No data ,300,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Elblag,108177,79.82,No data ,No data ,100,0,0,0,0,No data ,No data ,0,100,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Gdansk,470621,265.93,No data ,No data ,1000,100,0,0,0,No data ,No data ,300,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Gdynia,243918,135.16,No data ,No data ,400,0,0,0,0,No data ,No data ,100,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Gliwice,160503,133.88,No data ,No data ,100,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Gorzow Wielkopolski,121714,85.7,No data ,700,200,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Katowice,269367,164.52,No data ,No data ,500,0,0,0,0,No data ,No data ,300,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Kielce,192468,109.7,No data ,1300,400,200,0,0,0,No data ,No data ,300,200,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Krakow,706065,326.86,No data ,No data ,300,100,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Lodz,614427,293.25,No data ,No data ,700,100,0,0,0,No data ,No data ,1000,200,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Lublin,336339,147.5,3900,200,0,0,0,0,0,1600,0,0,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Olsztyn,170622,88.3,500,400,0,0,0,0,0,400,0,0,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Opole,122567,149.03,No data ,No data ,100,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Plock,112687,88.05,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Poznan,530741,261.92,No data ,No data ,100,0,0,0,0,No data ,No data ,100,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Radom,193016,111.8,No data ,No data ,100,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Ruda Slaska,135695,77.73,No data ,No data ,200,0,0,0,0,No data ,No data ,200,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Rybnik,127768,148.26,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Rzeszow,193829,129.01,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Sosnowiec,181532,91.17,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Szczecin,398255,300.61,No data ,No data ,1800,500,200,100,0,No data ,No data ,1700,500,100,100,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Tarnow,107045,72.38,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Torun,199469,115.7,4700,1300,200,100,0,0,0,900,100,200,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Tychy,126871,81.81,No data ,No data ,100,0,0,0,0,No data ,No data ,100,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Walbrzych,108222,84.68,No data ,No data ,200,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Warsaw,1663587,517.2,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Wloclawek,99100,85.09,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Wroclaw,606939,292.79,No data ,No data ,1800,700,100,0,0,No data ,No data ,900,500,100,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Zabrze,169831,80.4,No data ,900,500,0,0,0,0,1900,800,200,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Poland,EU27,Zielona Gora,134385,278.28,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-10-30,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Portugal,EU27,Amadora,171500,23.78,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Portugal,EU27,Lisbon,545923,84.34,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Portugal,EU27,Matosinhos,172586,62.42,4900,2500,1200,400,100,0,0,4600,2000,1000,400,100,0,0,2024-03-03,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Portugal,EU27,Odivelas,148058,26.54,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Portugal,EU27,Oeiras,171767,45.87,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Portugal,EU27,Porto,237593,41.42,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Romania,EU27,Arad,145078,239,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Romania,EU27,Bacau,136087,43,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-11-07,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Romania,EU27,Baia Mare,108759,234,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Romania,EU27,Botosani,90010,41,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Romania,EU27,Braila,154686,45,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Romania,EU27,Brasov,237589,187,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Romania,EU27,Bucharest,2161347,240,No data ,No data ,2200,1000,0,0,0,No data ,No data ,1800,800,0,0,0,2024-11-07,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Romania,EU27,Buzau,103481,82,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Romania,EU27,Cluj-Napoca,286598,175,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Romania,EU27,Constanta,263688,125,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Romania,EU27,Craiova,234140,84,No data ,No data ,200,0,0,0,0,No data ,No data ,100,0,0,0,0,2024-11-07,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Romania,EU27,Drobeta-Turnu Severin,79865,60,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Romania,EU27,Galati,217851,244,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Romania,EU27,Iasi,271692,91,No data ,No data ,100,100,0,0,0,No data ,No data ,100,100,0,0,0,2024-11-07,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Romania,EU27,Oradea,183105,115,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Romania,EU27,Piatra-Neamt,79679,77,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Romania,EU27,Pitesti,141275,41,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Romania,EU27,Ploiesti,180540,58,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Romania,EU27,Ramnicu Valcea,93151,85,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Romania,EU27,Satu Mare,91520,149,No data ,No data ,200,200,100,0,0,No data ,No data ,200,100,100,0,0,2024-11-07,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Romania,EU27,Sibiu,134309,122,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Romania,EU27,Suceava,84322,49,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Romania,EU27,Targu Mures,116033,49,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Romania,EU27,Timisoara,250849,129,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-11-07,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873
Romania,EU27,Vaslui,63035,68,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Slovakia,EU27,Bratislava,459787,444.42,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Slovakia,EU27,Kosicka,238675,113.3,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Slovenia,EU27,Ljubljana,274500,275,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Slovenia,EU27,Maribor,106400,147,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,A Coruna,247046,37.54,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Albacete,173329,30.31,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Alcala de Henares,190633,30.12,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Alcobendas,117040,44.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-10,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Spain,EU27,Alcorcon,170514,34,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Algeciras,123078,87.96,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Alicante,332067,45.16,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Spain,EU27,Almeria,199650,19.2,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Badajoz,125471,20.46,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Baix Llobregat Nord,232060,37.37,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Baix Llobregat Sud,196987,72.48,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Barakaldo,100049,7.19,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Barcelona,1636762,101.77,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Barcelones Nord,376752,31.92,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Bilbao,345910,15.77,No data ,No data ,1300,0,0,0,0,No data ,No data ,1000,0,0,0,0,2024-04-10,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Spain,EU27,Burgos,175821,107,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Cadiz,116027,11.54,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Cartagena,159377,20.54,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Castellon de la Plana,174264,104.46,No data ,No data ,0,0,0,0,0,No data ,No data ,0,0,0,0,0,2024-04-10,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Spain,EU27,Cordoba,326039,110.7,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Dos Hermanas,133968,159.8,3300,800,200,0,0,0,0,1300,200,0,0,0,0,0,2024-04-10,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Spain,EU27,Elche,219462,21.2,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Spain,EU27,Fuenlabrada,193700,38.69,100,100,0,0,0,0,0,100,0,0,0,0,0,0,2024-04-10,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Spain,EU27,Getafe,192601,77.96,6300,2700,1600,600,100,0,0,4400,1800,1100,500,0,0,0,2024-04-10,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Spain,EU27,Gijon,274068,78.59,11000,6900,2000,900,200,0,400,6600,2100,800,100,0,400,0,2024-04-10,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Spain,EU27,Girones,133214,45.45,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Granada,258750,87.41,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Huelva,146121,10.36,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Jaen,115837,424,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Jerez de la Frontera,197346,53.08,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,L'Hospitalet de Llobregat,264923,12.6,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Las Palmas de Gran Canaria,381223,103.25,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Leganes,192827,42.98,1100,0,0,0,0,0,0,700,0,0,0,0,0,0,2024-04-10,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Spain,EU27,Leon,125163,39.03,600,100,0,0,0,0,0,400,0,0,0,0,0,0,2024-04-10,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Spain,EU27,Lleida,138956,212.12,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Logrono,150808,78.97,400,100,200,0,0,0,0,0,0,0,0,0,0,0,2024-04-10,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Spain,EU27,Madrid,3334730,604.91,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Spain,EU27,Malaga,566913,148.99,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Mataro,128265,22.42,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Mostoles,209184,45,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Murcia,453258,886.01,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Oviedo,222936,116.79,0,0,100,100,0,0,0,0,0,100,100,0,0,0,2024-04-10,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Spain,EU27,Palma de Mallorca,414072,61.88,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Spain,EU27,Pamplona,335350,66.05,0,4600,1600,200,0,0,0,0,0,1200,100,0,0,0,2024-04-10,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Spain,EU27,Parla,135125,25,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Reus,104373,52.9,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Roquetas de Mar,106147,20.82,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Salamanca,144228,27.69,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,San Cristobal de La Laguna,158911,102.45,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,San Sebastian - Donostia,178446,15.31,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Spain,EU27,Santa Cruz de Tenerife,208755,150.67,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Santander,172758,35.34,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Sevilla,690609,68.6,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Tarragones,140408,66.12,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Telde,102070,102,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data ,No data 
Spain,EU27,Torrejon de Ardoz,131376,32.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-10,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Spain,EU27,Valencia,795736,134.47,No data ,No data ,0,100,0,0,0,No data ,No data ,100,0,0,0,0,2024-04-10,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
Spain,EU27,Valladolid,298412,195.39,1700,700,100,0,0,0,0,1500,300,0,0,0,0,0,2024-04-10,Reportnet 3 submission harvested on 16 April 2024,https://reportnet.europa.eu/public/dataflow/873
