Country,Region,Agglomeration,Population,Area_km2,Lden_45_49,Lden_50_54,Lden_55_59,Lden_60_64,Lden_65_69,Lden_70_74,Lden_over_75,Lnight_40_44,Lnight_45_49,Lnight_50_54,Lnight_55_59,Lnight_60_64,Lnight_65_69,Lnight_over_70,Date_Released,Data_Source,URL,Total_Lden,Total_Lnight,Lden_45_49_pct,Lden_50_54_pct,Lden_55_59_pct,Lden_60_64_pct,Lden_65_69_pct,Lden_70_74_pct,Lden_over_75_pct,Lnight_40_44_pct,Lnight_45_49_pct,Lnight_50_54_pct,Lnight_55_59_pct,Lnight_60_64_pct,Lnight_65_69_pct,Lnight_over_70_pct,Total_Lden_pct,Total_Lnight_pct,Lden_45_49_pct_pct,Lden_50_54_pct_pct,Lden_55_59_pct_pct,Lden_60_64_pct_pct,Lden_65_69_pct_pct,Lden_70_74_pct_pct,Lden_over_75_pct_pct,Lnight_40_44_pct_pct,Lnight_45_49_pct_pct,Lnight_50_54_pct_pct,Lnight_55_59_pct_pct,Lnight_60_64_pct_pct,Lnight_65_69_pct_pct,Lnight_over_70_pct_pct
Germany,EU27,Essen,581980.0,210,0,0,100,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,100,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Frankfurt on the Main,770112.0,248,0,0,700,100,200,0,0,0,0,200,0,100,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,1000,300,0.0,0.0,0.09,0.01,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.0,0.13,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Freiburg,230241.0,153,0,0,1500,200,100,0,0,0,0,300,100,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,1800,400,0.0,0.0,0.65,0.09,0.04,0.0,0.0,0.0,0.0,0.13,0.04,0.0,0.0,0.0,0.78,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Fuerth,129882.0,63,0,0,200,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,200,0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Gelsenkirchen,259718.0,105,0,0,100,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,100,0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Goettingen,136065.0,117,0,0,400,200,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,600,0,0.0,0.0,0.29,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Hagen,188501.0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not applicable,Not applicable,Not applicable,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Halle,238367.0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Hamburg,1853935.0,755,0,0,5200,700,100,0,0,0,0,3400,300,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,6000,3700,0.0,0.0,0.28,0.04,0.01,0.0,0.0,0.0,0.0,0.18,0.02,0.0,0.0,0.0,0.32,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Hanau,100307.0,76,0,0,800,300,100,0,0,0,0,700,200,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,1200,900,0.0,0.0,0.8,0.3,0.1,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,1.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Hanover,551001.0,204,0,0,1300,400,200,0,0,0,0,400,400,100,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,1900,900,0.0,0.0,0.24,0.07,0.04,0.0,0.0,0.0,0.0,0.07,0.07,0.02,0.0,0.0,0.34,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Heidelberg,160355.0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not applicable,Not applicable,Not applicable,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Heilbronn,130870.0,100,0,0,900,400,200,0,0,0,0,800,300,100,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,1500,1200,0.0,0.0,0.69,0.31,0.15,0.0,0.0,0.0,0.0,0.61,0.23,0.08,0.0,0.0,1.15,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Herne,161472.0,51,0,0,1900,600,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,2500,0,0.0,0.0,1.18,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Hildesheim,104579.0,92,0,0,900,100,100,0,0,0,0,200,100,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,1100,300,0.0,0.0,0.86,0.1,0.1,0.0,0.0,0.0,0.0,0.19,0.1,0.0,0.0,0.0,1.05,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Ingolstadt,138537.0,133,0,0,300,200,100,0,0,0,0,300,100,100,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,600,500,0.0,0.0,0.22,0.14,0.07,0.0,0.0,0.0,0.0,0.22,0.07,0.07,0.0,0.0,0.43,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Karlsruhe,313092.0,173,0,0,1500,100,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,1600,0,0.0,0.0,0.48,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Kassel,202689.0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Kiel,248000.0,119,0,0,700,200,100,0,0,0,0,300,200,100,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,1000,600,0.0,0.0,0.28,0.08,0.04,0.0,0.0,0.0,0.0,0.12,0.08,0.04,0.0,0.0,0.4,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Koblenz,113161.0,105,0,0,200,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,200,0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Krefeld,227100.0,138,0,0,1000,100,0,0,0,0,0,500,100,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,1100,600,0.0,0.0,0.44,0.04,0.0,0.0,0.0,0.0,0.0,0.22,0.04,0.0,0.0,0.0,0.48,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Leipzig,601866.0,298,0,0,300,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,300,0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Leverkusen,163851.0,79,0,0,300,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,300,0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Ludwigshafen,172145.0,77,0,0,500,100,0,0,0,0,0,300,100,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,600,400,0.0,0.0,0.29,0.06,0.0,0.0,0.0,0.0,0.0,0.17,0.06,0.0,0.0,0.0,0.35,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Luebeck,216000.0,214,0,0,1100,400,100,0,0,0,0,300,200,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,1600,500,0.0,0.0,0.51,0.19,0.05,0.0,0.0,0.0,0.0,0.14,0.09,0.0,0.0,0.0,0.74,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Magdeburg,237651.0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not applicable,Not applicable,Not applicable,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Mainz,216108.0,98,0,0,700,200,0,0,0,0,0,300,100,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,900,400,0.0,0.0,0.32,0.09,0.0,0.0,0.0,0.0,0.0,0.14,0.05,0.0,0.0,0.0,0.42,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Mannheim,309370.0,145,0,0,6800,2600,0,0,0,0,0,200,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,9400,200,0.0,0.0,2.2,0.84,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,3.04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Moenchengladbach,270877.0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Moers,103680.0,68,0,0,100,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,100,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Muelheim on the Ruhr,173255.0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Muenster,317000.0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Munich,1500962.0,311,0,0,500,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,500,0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Neuss,155163.0,100,0,0,1000,500,100,200,0,0,0,500,100,200,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,1800,800,0.0,0.0,0.64,0.32,0.06,0.13,0.0,0.0,0.0,0.32,0.06,0.13,0.0,0.0,1.16,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Nuremberg,519850.0,186,0,0,200,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,200,0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Oberhausen,211006.0,77,0,0,500,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,500,0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Offenbach on the Main,133277.0,45,0,0,100,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,100,0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Oldenburg,169605.0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Osnabrueck,168286.0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Pforzheim,125542.0,98,0,0,100,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,100,0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Potsdam,175710.0,188,0,0,400,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,400,0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Recklinghausen,119435.0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Regensburg,154856.0,81,0,0,400,100,0,0,0,0,0,100,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,500,100,0.0,0.0,0.26,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.32,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Remscheid,111082.0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Reutlingen,115793.0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Rostock,208886.0,169,0,0,300,0,0,0,0,0,0,200,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,300,200,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Saarbruecken,183696.0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Solingen,159029.0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not applicable,Not applicable,Not applicable,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Stuttgart,609668.0,207,0,0,500,100,0,0,0,0,0,100,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,600,100,0.0,0.0,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Ulm,126329.0,119,0,0,100,0,0,0,0,0,0,300,100,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,100,400,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.08,0.0,0.0,0.0,0.08,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Wiesbaden,282903.0,204,0,0,500,200,0,0,0,0,0,400,200,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,700,600,0.0,0.0,0.18,0.07,0.0,0.0,0.0,0.0,0.0,0.14,0.07,0.0,0.0,0.0,0.25,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Wuerzburg,127459.0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Wuppertal,361774.0,168,0,0,500,100,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,600,0,0.0,0.0,0.14,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece,EU27,Athens Center,,Information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,EU27,Athens North,,Information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,EU27,Ioannina,,Information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,EU27,Iraklion,,Information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,EU27,Larissa,,Information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,EU27,Patras,,Information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,EU27,Piraeus,,Information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,EU27,Thessaloniki,,Information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,EU27,Volos,,Information not provided,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,EU27,Budapest,2183579.0,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,EU27,Debrecen,202214.0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,EU27,Gyor,130094.0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hungary,EU27,Kecskemet,110638.0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
