Country,Region,Agglomeration,Population,Area_km2,Lden_45_49,Lden_50_54,Lden_55_59,Lden_60_64,Lden_65_69,Lden_70_74,Lden_over_75,Lnight_40_44,Lnight_45_49,Lnight_50_54,Lnight_55_59,Lnight_60_64,Lnight_65_69,Lnight_over_70,Date_Released,Data_Source,URL,Total_Lden,Total_Lnight,Lden_45_49_pct,Lden_50_54_pct,Lden_55_59_pct,Lden_60_64_pct,Lden_65_69_pct,Lden_70_74_pct,Lden_over_75_pct,Lnight_40_44_pct,Lnight_45_49_pct,Lnight_50_54_pct,Lnight_55_59_pct,Lnight_60_64_pct,Lnight_65_69_pct,Lnight_over_70_pct,Total_Lden_pct,Total_Lnight_pct,Lden_45_49_pct_pct,Lden_50_54_pct_pct,Lden_55_59_pct_pct,Lden_60_64_pct_pct,Lden_65_69_pct_pct,Lden_70_74_pct_pct,Lden_over_75_pct_pct,Lnight_40_44_pct_pct,Lnight_45_49_pct_pct,Lnight_50_54_pct_pct,Lnight_55_59_pct_pct,Lnight_60_64_pct_pct,Lnight_65_69_pct_pct,Lnight_over_70_pct_pct
France,EU27,Brest,213000.0,218.37,0,0,100,0,100,0,0,0,0,0,0,0,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,200,0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Brunoy,177800.0,66.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Caen,268900.0,351.76,0,0,1400,300,0,0,0,0,0,100,100,0,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,1700,200,0.0,0.0,0.52,0.11,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.63,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Cannes,160800.0,94.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Cergy,205700.0,84.16,0,0,0,100,0,0,0,0,0,0,100,0,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,100,100,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Clermont-Ferrand,291800.0,300.63,0,0,5200,1700,1200,200,0,0,0,1400,1000,100,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,8300,2500,0.0,0.0,1.78,0.58,0.41,0.07,0.0,0.0,0.0,0.48,0.34,0.03,0.0,0.0,2.84,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Courcouronnes,347000.0,221.19,0,0,100,0,0,0,0,0,0,100,0,0,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,100,100,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Dijon,256100.0,239.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Dunkerque,203800.0,280.43,0,0,1400,800,200,0,0,0,0,600,200,0,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,2400,800,0.0,0.0,0.69,0.39,0.1,0.0,0.0,0.0,0.0,0.29,0.1,0.0,0.0,0.0,1.18,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Grenoble,451800.0,545.54,0,0,4000,500,200,0,0,0,0,400,100,0,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,4700,500,0.0,0.0,0.89,0.11,0.04,0.0,0.0,0.0,0.0,0.09,0.02,0.0,0.0,0.0,1.04,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Henin-Beaumont,125900.0,112.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Le Havre,240300.0,190.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Le Mans,210900.0,267.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Le Pecq,341300.0,139.1,0,0,500,200,100,0,0,0,0,400,200,0,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,800,600,0.0,0.0,0.15,0.06,0.03,0.0,0.0,0.0,0.0,0.12,0.06,0.0,0.0,0.0,0.23,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Lens,245000.0,239.38,0,0,1800,600,100,0,0,0,0,700,100,0,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,2500,800,0.0,0.0,0.73,0.24,0.04,0.0,0.0,0.0,0.0,0.29,0.04,0.0,0.0,0.0,1.02,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Lille,1154100.0,647.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Limoges,211508.0,520.6,0,0,700,100,0,0,0,0,0,100,0,0,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,800,100,0.0,0.0,0.33,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.38,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Lyon,1375000.0,533.68,0,0,41000,14800,2800,800,0,0,0,11700,2100,600,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,59400,14400,0.0,0.0,2.98,1.08,0.2,0.06,0.0,0.0,0.0,0.85,0.15,0.04,0.0,0.0,4.32,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Marseille,1886800.0,3149.22,0,0,10100,9500,3400,0,0,0,0,9500,3400,0,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,23000,12900,0.0,0.0,0.54,0.5,0.18,0.0,0.0,0.0,0.0,0.5,0.18,0.0,0.0,0.0,1.22,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Metz,220600.0,306.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Montmorency,183100.0,74.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Montpellier,457800.0,421.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Nancy,260700.0,142.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Nantes,636000.0,523.35,0,0,1100,400,100,0,0,0,0,400,100,0,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,1600,500,0.0,0.0,0.17,0.06,0.02,0.0,0.0,0.0,0.0,0.06,0.02,0.0,0.0,0.0,0.25,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Nice,545000.0,1465.81,0,0,800,6100,2600,1200,0,0,0,2500,1200,0,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,10700,3700,0.0,0.0,0.15,1.12,0.48,0.22,0.0,0.0,0.0,0.46,0.22,0.0,0.0,0.0,1.96,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Orleans,287100.0,334.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Orsay,313800.0,185.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Paris,7068800.0,814.24,0,0,3900,1100,0,0,0,0,0,3100,500,0,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,5000,3600,0.0,0.0,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.0,0.0,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Perpignan,268500.0,616.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Poitiers,191100.0,1064.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Reims,299100.0,1432.36,0,0,800,500,100,0,0,0,0,200,100,0,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,1400,300,0.0,0.0,0.27,0.17,0.03,0.0,0.0,0.0,0.0,0.07,0.03,0.0,0.0,0.0,0.47,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Rennes,444700.0,705.03,0,0,500,0,0,0,0,0,0,0,0,0,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,500,0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Roissy-en-France,349500.0,340.88,0,0,100,0,0,0,0,0,0,100,0,0,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,100,100,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Rouen,499600.0,663.83,0,0,6200,1900,500,100,0,0,0,1500,200,0,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,8700,1700,0.0,0.0,1.24,0.38,0.1,0.02,0.0,0.0,0.0,0.3,0.04,0.0,0.0,0.0,1.74,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Saint-Etienne,408700.0,132.7,0,0,20600,8600,4900,2200,1400,0,0,6800,4200,1900,700,400,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,37700,14000,0.0,0.0,5.04,2.1,1.2,0.54,0.34,0.0,0.0,1.66,1.03,0.46,0.17,0.1,9.22,3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Sainte-Genevieve-des-Bois,196000.0,723.5,0,0,100,100,0,0,0,0,0,100,200,0,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,200,300,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Strasbourg,491500.0,337.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Torcy,228900.0,95.81,0,0,100,0,0,0,0,0,0,100,0,0,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,100,100,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Toulon,434400.0,366.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Toulouse,760100.0,458.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Tours,299100.0,389.16,0,0,300,100,0,0,0,0,0,100,0,0,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,400,100,0.0,0.0,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.13,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Trappes,231100.0,119.2,0,0,200,200,0,0,0,0,0,200,200,0,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,400,400,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EU27,Versailles,269200.0,123.58,0,0,200,0,0,0,0,0,0,200,0,0,0,0,2024-10-01,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,200,200,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Aachen,246443.0,161,0,0,2200,800,600,0,0,0,0,800,300,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,3600,1100,0.0,0.0,0.89,0.32,0.24,0.0,0.0,0.0,0.0,0.32,0.12,0.0,0.0,0.0,1.46,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Augsburg,297052.0,147,0,0,200,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,200,0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Bergisch Gladbach,111600.0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Berlin,3606316.0,892,0,0,600,100,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,700,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Bielefeld,334002.0,259,0,0,100,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,100,0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Bochum,370146.0,146,0,0,600,100,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,700,0,0.0,0.0,0.16,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Bonn,335975.0,141,0,0,300,100,0,0,0,0,0,200,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,400,200,0.0,0.0,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.12,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Bottrop,117311.0,101,0,0,100,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,100,0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Bremen,561260.0,318,0,0,9000,2100,700,600,100,0,0,7300,1500,800,300,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,12500,9900,0.0,0.0,1.6,0.37,0.12,0.11,0.02,0.0,0.0,1.3,0.27,0.14,0.05,0.0,2.23,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Bremerhaven,117537.0,101,0,0,1200,100,200,0,0,0,0,200,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,1500,200,0.0,0.0,1.02,0.09,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,1.28,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Brunswick,250889.0,193,0,0,8700,3200,400,0,0,0,0,200,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,12300,200,0.0,0.0,3.47,1.28,0.16,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,4.9,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Chemnitz,175193.0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not applicable,Not applicable,Not applicable,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Cologne,1087583.0,405,0,0,1100,200,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,1300,0,0.0,0.0,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Darmstadt,161874.0,122,0,0,1200,1000,700,600,0,0,0,900,800,1100,200,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,3500,3000,0.0,0.0,0.74,0.62,0.43,0.37,0.0,0.0,0.0,0.56,0.49,0.68,0.12,0.0,2.16,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Dortmund,609781.0,281,0,0,100,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,100,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Dresden,534445.0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not applicable,Not applicable,Not applicable,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Duesseldorf,644000.0,217,0,0,600,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,600,0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Duisburg,498182.0,233,0,0,9800,2200,300,0,0,0,0,3200,1100,100,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,12300,4400,0.0,0.0,1.97,0.44,0.06,0.0,0.0,0.0,0.0,0.64,0.22,0.02,0.0,0.0,2.47,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,EU27,Erlangen,114328.0,77,0,0,100,0,0,0,0,0,0,0,0,0,0,0,2024-10-29,Reportnet 3 submission harvested on 18 November 2024,https://reportnet.europa.eu/public/dataflow/873,100,0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
